id,raw_context,entity
222,"分式的分子和分母都是多项式,将分子和分母分别分解因式,再将公因式约去。","分解因式,公因式,多项式,分式,分母,分子"
223,③提完公因式后，另一因式的项数与原多项式的项数相同。,"公因式,多项式,因式"
224,"提公因式后,另一个因式项数应与原多项式的项数一样,或不再含有公因式。","公因式,多项式,因式"
225,一个多项式中每一项都含有的相同的因式，叫做这个多项式各项的公因式 。,"公因式,多项式,因式"
226,利用辗转相除法的算法，可将ƒ(x)与g(x)的最大公因式rs(x)表成ƒ(x)和g(x)的组合，而组合的系数是F上的多项式。,"辗转相除法,公因式,多项式,系数"
227,（2）多项式除以公因式，所得的商作为另一个因式。,"公因式,多项式,除以,因式,商"
228,"ｍａ＋ｍｂ＋ｍｃ＝ｍ(ａ＋ｂ＋ｃ),这个变形就是提公因式法进行因式分解,这里的ｍ可以代表单项式,也可以代表多项式,ｍ称为公因式。","提公因式法,因式分解,公因式,单项式,多项式"
229,有的分解因式后多项式因式中有同类项的还要进行合并化简。,"分解因式,同类项,多项式,因式"
230,还有的提取公因式后能用其他方法继续分解。,"提取公因式,分解"
231,提取公因式法的一般步骤:确定应提取的公因式。,"提取公因式法,公因式"
232,"多项式除以公因式,所得的商作为另一个因式。","公因式,多项式,除以,因式,商"
233,把多项式写成这两个因式的积的形式。,"多项式,因式"
234,2、如果多项式的各项含有公因式，那么先提取这个公因式，再进一步分解因式。,"分解因式,公因式,多项式"
235,"多项式的第一项是系数为负数的项,一般地,应提出负系数的公因式。","公因式,多项式,系数,负系数"
236,一个多项式中每一项都含有的因式叫做这个多项式的公因式。,"公因式,多项式,因式"
237,"如果多项式的各项有公因式,可以把这个公因式提取出来作为多项式的一个因式,提取公因式后的式子放在括号里,作为另一个因式,这种因式分解的方法叫提公因式法。","提取公因式,提公因式法,因式分解,公因式,多项式,因式"
238,各项都含有的公共的因式叫做这个多项式各项的公因式。,"公因式,多项式,因式"
239,公因式可以是单项式，也可以是多项式。,"公因式,单项式,多项式"
240,（2）用公因式分别去除多项式的每一项，把所得的商的代数和作为另一个因式，与公因式写成积的形式。,"公因式,多项式,因式,代数,商"
241,"如果一个多项式的各项有公因式,可以把这个公因式提出来,从而将多项式化成两个因式乘积的形式,这种分解因式的方法叫做提公因式法。","提公因式法,分解因式,公因式,多项式,乘积,因式"
242,（3）把多项式各项都含有的相同字母（或因式）的最低次幂的积作为公因式的因式。,"公因式,多项式,因式,幂"
243,①公因式：各项都含有的公共的因式叫做这个多项式各项的公因式。,"公因式,多项式,因式"
244,"（1）如果多项式的第一项系数是负数时，应把公因式的符号“-"提取。","公因式,多项式,系数,负数"
245,公因式，即多项式各项都含有的相同因式。,"公因式,多项式,因式"
246,多项式有公因式吗？是什么？,"公因式,多项式"
247,具体方法：当各项系数都是整数时，公因式的系数应取各项系数的最大公约数。,"最大公约数,公因式,系数,整数"
248,字母取各项的相同的字母，而且各字母的指数取次数最低的。,"指数,次数"
249,取相同的多项式，多项式的次数取最低的。,"多项式的次数,多项式"
250,"提公因式要一次性提干净,并使每一个括号内的多项式都不能再分解。","公因式,多项式,分解"
251,"如果多项式的各项含有公因式,那么先提取这个公因式,再进一步因式分解。","因式分解,公因式,多项式"
252,"利用分组分解法进行因式分解,将多项式的项适当的分组后,组与组之间能提公因式或运用公式分解。","分组分解法,因式分解,公因式,多项式,分解"
253,"公因式可以是数字、字母,也可以是单项式,还可以是多项式。","公因式,单项式,多项式"
254,3）因式分解虽然没有固定方法，但是求两个多项式的公因式却有固定方法。,"因式分解,公因式,多项式"
255,"因式分解步骤:如果多项式的各项含有公因式,那么先提取这个公因式,再进一步分解因式。","分解因式,因式分解,公因式,多项式"
256,①如果多项式的各项有公因式，那么先提公因式。,"公因式,多项式"
257,公因式即多项式各项都含有的相同因式。,"公因式,多项式,因式"
258,如果一个多项式的各项含有公因式，那么可以把公因式提取出来进行因式分解，这种因式分解的方法叫做提取公因式法。,"提取公因式法,因式分解,公因式,多项式"
259,"公因式与最简公分母二者在概念不同是有很大的区别,公因式是指多项式中各项都含有的因式,最简公分母是各分母所有因式的最高次幂的积。","最简公分母,公因式,多项式,因式,分母,幂"
260,"一个多项式中每一项都含有的相同的因式,叫做这个多项式各项的公因式。","公因式,多项式,因式"
261,一般地，如果多项式的各项有公因式，可以把这个公因式提到括号外面，将多项式写成因式乘积的形式，这种分解因式的方法叫做提公因式法。,"提公因式法,分解因式,公因式,多项式,乘积,因式"
262,"分式的分子和分母都是多项式,将分子和分母分别分解因式,再将公因式约去。","分解因式,公因式,多项式,分式,分母,分子"
263,②提公因式并确定另一个因式，注意要确定另一个因式，可用原多项式除以公因式，所得的商即是提公因式后剩下的一个因式，也可用公因式分别除去原多项式的每一项，求的剩下的另一个因式。,"公因式,多项式,除以,因式,商"
264,几个多项式的各项都含有的公共的因式叫做这个多项式各项的公因式。,"公因式,多项式,因式"
265,如果ƒ(x)与g(x)的最大公因式是零次多项式，那么称ƒ(x)与g(x)是互素的。,"零次多项式,公因式,互素"
266,如果多项式的各项有公因式，可以把这个公因式提取出来作为多项式的一个因式，提取公因式后的式子放在括号里，作为另一个因式，这种因式分解的方法叫提公因式法。,"提取公因式,提公因式法,因式分解,公因式,多项式,因式"
267,长×长+宽×宽=对角线×对角线（其实就是勾股定理）即两个直角边的平方和等于斜边的平方。,"勾股定理,直角边,平方和,对角线,斜边,平方"
268,线性代数里向量（或矩阵）方程的解集是向量（或矩阵），这类元素构成集合，就不能称为区间或区域了。,"集合,方程,向量,矩阵,元素,线性,解集,代数,区间"
269,亦指以区间形式给出（含有一个未知数x的）不等式的解集。,"不等式,未知数,解集,区间"
270,分母含有字母的式子不属于单项式。,"单项式,分母"
271,"因为单项式属于整式,而分母含有未知数的式子是分式。","单项式,未知数,分式,分母,整式"
272,"单项式属于整式,而分母含有未知数的式子是分式。","单项式,未知数,分式,分母,整式"
273,"方程里所有的未知数都出现在分子上,分母只是常数而没有未知数。","未知数,方程,常数,分母,分子"
274,3、分母是已知数的分数叫整式，分母是未知数的分数叫分式。,"未知数,分数,分式,分母,整式"
275,因为未知数x在分母中，使得该不等式的左边不是整式形式。,"不等式,未知数,分母,整式"
276,"分式方程是方程中的一种,是指分母里含有未知数或含有未知数整式的有理方程,该部分知识属于初等数学知识。","分式方程,有理方程,未知数,方程,数学,分母,整式"
277,因为单项式属于整式，而分母含有未知数的式子是分式。,"单项式,未知数,分式,分母,整式"
278,"一元二次方程是整式方程,即等号两边都是整式,方程中如果有分母。","一元二次方程,整式方程,方程,分母,整式"
279,"且未知数在分母上,那么这个方程就是分式方程,不是一元二次方程,方程中如果有根号,且未知数在根号内,那么这个方程也不是一元二次方程(是无理方程)。","一元二次方程,分式方程,无理方程,未知数,方程,根号,分母"
280,其中分式方程是分母含未知数的方程，整式方程是等号两边都为整式的方程。,"分式方程,整式方程,未知数,方程,分母,整式"
281,分式方程是方程中的一种，是指分母里含有未知数或含有未知数整式的有理方程，该部分知识属于初等数学知识。,"分式方程,有理方程,未知数,方程,数学,分母,整式"
282,分母中含有未知数的方程叫做分式方程。,"分式方程,未知数,方程,分母"
283,分式方程：分母中含有未知数的方程叫做分式方程。,"分式方程,未知数,方程,分母"
284,整式不等式两边都是整式（即未知数不在分母上）。,"不等式,未知数,分母,整式"
285,对于不等式：不能随意消去含有未知数的分母。,"不等式,未知数,分母"
286,方程里所有的未知数都出现在分子上，分母只是常数而没有未知数。,"未知数,方程,常数,分母,分子"
287,分母是已知数的分数叫整式，分母是未知数的分数叫分式。,"未知数,分数,分式,分母,整式"
288,①是整式方程，即等号两边都是整式，方程中如果有分母。,"整式方程,方程,分母,整式"
289,且未知数在分母上，那么这个方程就是分式方程，不是一元二次方程，方程中如果有根号，且未知数在根号内，那么这个方程也不是一元二次方程（是无理方程）。,"一元二次方程,分式方程,无理方程,未知数,方程,根号,分母"
290,"分式方程是方程中的一种,是指分母里含有未知数或含有未知数整式的有理方程。","分式方程,有理方程,未知数,方程,分母,整式"
291,解不等式的方法：从函数的角度看，就是寻求使一次函数y=kx+b的值大于（或小于）0的自变量x的取值范围。,"一次函数,取值范围,不等式,自变量,函数"
292,"一次函数y=kx+b具有以下性质:当k＞0时,函数值y随自变量x的值增大而增大当k＜0时,函数值y随自变量x的值增大而减小。","一次函数,函数值,自变量"
293,忽略一次函数自变量取值范围。,"一次函数,取值范围,自变量"
294,"(有时x∈Z,其图象表现为非连续性的点的集合）。","连续性,集合"
295,从函数的角度看，解不等式的方法就是寻求使一次函数y=kx+b的值大于（或小于）0的自变量x的取值范围的一个过程。,"一次函数,取值范围,不等式,自变量,函数"
296,对于一次函数中，把自变量认为不能等于零。,"一次函数,自变量"
297,在某一个变化过程中，设有两个变量x和y，如果可以写成(k为一次项系数，b为常数)，那么我们就说y是x的一次函数，其中x是自变量，y是因变量。,"一次函数,因变量,一次项,自变量,系数,常数,变量"
298,"一次函数的性质:当k＞0时,函数值y随自变量x的值增大而增大。","一次函数,函数值,自变量"
